,bandwidth,delay,buffer_size,algorithm,bytes_sent,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
143,20,150,1000,cubic,18087936,10.000455,14469690.429085476,99,1.450668152645041,0.879402856088869
144,20,150,10000,bbr,10354688,10.00104,8282888.979546128,0,1.4401151918603587,0.6392605848906097
145,20,150,10000,cubic,17432576,10.000541,13945306.358925981,0,1.4535116509851604,1.2549442599181
146,20,150,20000,bbr,12058624,10.001032,9645903.74273375,0,1.4440317444777604,0.7590280962316444
147,20,150,20000,cubic,15990784,10.000555,12791917.2485927,0,1.4516476042320332,1.126286583424069
148,20,150,50000,bbr,12976128,10.000392,10380495.484577006,0,1.44281268676088,0.7002614695195817
149,20,150,50000,cubic,16777216,10.000086,13421657.373746587,0,1.4501268585109048,1.0463649634926087
150,20,200,100,bbr,18743296,10.000062,14994543.833828231,884,1.8860335001068331,0.9646086316551274
151,20,200,100,cubic,7132848,10.001041,5705684.438249977,323,1.8772382513040013,0.32546139134475227
152,20,200,1000,bbr,16515072,10.000197,13211797.327592647,6,1.8819889611607576,0.8101057767039616
153,20,200,1000,cubic,11885184,10.000141,9508013.13701477,10,1.8807420391653382,0.589418022501915
154,20,200,10000,bbr,9306112,10.001061,7444099.7810132345,0,1.8758966662760168,0.4774355467518533
155,20,200,10000,cubic,18087936,10.000451,14469696.216700627,0,1.945410055960465,1.0872282640618391
156,20,200,20000,bbr,18481152,10.000378,14784362.75108801,0,1.8856498877340269,1.0468622854668408
157,20,200,20000,cubic,9225208,10.000473,7379817.334640072,0,1.9026178643497982,0.580264210610134
158,20,200,50000,bbr,18874368,10.000139,15099284.51994517,0,1.8881383609008175,1.02088254998896
159,20,200,50000,cubic,8796600,10.000747,7036754.354449722,0,1.8618974747797365,0.585338247288731
160,50,5,100,bbr,24006392,10.00007,19204979.165145844,69,0.0961472734738803,1.587078357296496
161,50,5,100,cubic,37526368,10.000086,30020836.2208085,179,0.13514787786200128,1.885665132143284
162,50,5,1000,bbr,2445672,10.001034,1956335.3149284362,0,0.066576076112029,0.12010408889905602
163,50,5,1000,cubic,61079552,10.000137,48862972.17728117,36,0.13161045938426782,1.9791330092384263
164,50,5,10000,bbr,1859232,10.001039,1487231.0766911318,0,0.0658539228283821,0.07196884319939073
165,50,5,10000,cubic,62128128,10.00009,49702055.08150426,0,0.31765568052138915,1.3807172103174183
166,50,5,20000,bbr,2185032,10.001033,1747845.0476065823,0,0.0696440738829834,0.0915561199558933
167,50,5,20000,cubic,60686336,10.000237,48547918.21433832,0,0.24131363707937756,1.7843376913630642
168,50,5,50000,bbr,1537776,10.001044,1230092.3783556996,0,0.06665255122617746,0.10983939888999791
169,50,5,50000,cubic,61734912,10.000122,49387327.0746097,0,0.1995356873608272,1.7067536703739057
170,50,10,100,bbr,46541616,10.000086,37232972.59643567,394,0.24279093956279307,2.3590475169921623
171,50,10,100,cubic,15131600,10.000405,12104789.75601488,156,0.14087514275732865,1.06261677450047
172,50,10,1000,bbr,4467080,10.001032,3573295.2359316517,0,0.12046231158781316,0.2612486645238476
173,50,10,1000,cubic,60030976,10.000088,48024358.185647964,36,0.1865962785310709,2.222823821226724
174,50,10,10000,bbr,3405696,10.001039,2724273.7479575872,0,0.11578306275129317,0.16136709955961515
175,50,10,10000,cubic,61079552,10.000081,48863245.80770896,0,0.2020974595155258,1.919236614275029
176,50,10,20000,bbr,3385424,10.00103,2708060.2697922112,0,0.1169484073696218,0.1809375297719602
177,50,10,20000,cubic,60686336,10.000091,48548627.00749423,0,0.3760705891726088,1.7798622789171574
178,50,10,50000,bbr,5686296,10.00104,4548563.7493700655,0,0.12061173010815124,0.23926637770104137
179,50,10,50000,cubic,58589184,10.000237,46870236.3753979,0,0.19100034726430518,2.0383211046670136
180,50,25,100,bbr,51441648,10.000086,41152964.48450544,665,0.3223727138618683,2.258609181838492
181,50,25,100,cubic,12025640,10.000513,9620018.49305131,260,0.2846291827369045,0.7395746735656834
182,50,25,1000,bbr,8405640,10.001037,6723814.74041142,4,0.270508460281524,0.4933879825198003
183,50,25,1000,cubic,55574528,10.000251,44458506.49148706,33,0.5025631054966738,2.1568837478863108
184,50,25,10000,bbr,6668040,10.001039,5333877.81009553,0,0.269507359631666,0.2715370318899718
185,50,25,10000,cubic,58589184,10.000175,46870526.9657781,0,0.5499486443341707,2.2550156727990416
186,50,25,20000,bbr,7775760,10.001039,6219961.745974593,0,0.27244749374636834,0.34885086248250086
187,50,25,20000,cubic,56885248,10.000192,45507324.65936654,0,0.42892856262502543,2.12871348113583
188,50,25,50000,bbr,8152240,10.001036,6521116.412339682,0,0.2727606945850345,0.40383107778863375
189,50,25,50000,cubic,56885248,10.000076,45507852.5403207,0,0.4209769159127195,2.21266147447612
190,50,50,100,bbr,53870592,10.000208,43095577.211993985,500,0.665546770060237,2.265447662322114
191,50,50,100,cubic,9623408,10.001035,7697929.664279747,259,0.5144244284314597,0.503041109905213
192,50,50,1000,bbr,16908288,10.001032,13525234.595789714,0,0.523612964743263,0.9747218203076203
193,50,50,1000,cubic,48627712,10.000118,38901710.5598154,12,0.642650577300352,2.2345189975430437
194,50,50,10000,bbr,13893632,10.001048,11113740.87995578,0,0.520355038807559,0.7216923491432772
195,50,50,10000,cubic,50724864,10.00015,40579282.51076234,0,0.5588161715749743,2.2373536029373877
196,50,50,20000,bbr,15597568,10.000457,12477484.17897302,0,0.5230405339504857,0.8264178602470875
197,50,50,20000,cubic,49938432,10.000148,39950154.3377158,0,0.5495110893272883,2.1492714211931423
198,50,50,50000,bbr,14680064,10.000437,11743538.007389078,0,0.52411210739255,0.7678190791228268
199,50,50,50000,cubic,50987008,10.000141,40789031.27465903,0,0.571648373709586,1.8486543048989008
200,50,75,100,bbr,55443456,10.000071,44354449.88340583,1150,0.915445212301434,1.850517256113363
201,50,75,100,cubic,7257376,10.001036,5805299.370985166,273,0.7458571445904464,0.27536384778153267
202,50,75,1000,bbr,25296896,10.000665,20236171.09462221,72,0.771565211752843,1.62006095699294
203,50,75,1000,cubic,38797312,10.00015,31037384.039239414,138,0.7719671153386163,2.112025972751927
204,50,75,10000,bbr,15597568,10.00044,12477505.38976285,0,0.7596759427829863,0.7860190153401342
205,50,75,10000,cubic,49152000,10.000131,39321084.8937879,0,0.828575813546319,2.0582775800711746
206,50,75,20000,bbr,14286848,10.00104,11428289.857854784,0,0.7909443400766553,0.7816549658234122
207,50,75,20000,cubic,49676288,10.000181,39740311.10036909,0,0.828514963593569,1.8155384388682576
208,50,75,50000,bbr,10354688,10.001035,8282893.120562022,0,0.7551714685736073,0.455552875795403
209,50,75,50000,cubic,54919168,10.000079,43934987.31360023,0,0.8263946137181816,1.8188543995478927
210,50,100,100,bbr,53608448,10.000223,42885802.046614364,1274,1.2182108271135836,2.050540060279678
211,50,100,100,cubic,8113144,10.001037,6489842.20336351,194,0.989907509617652,0.31072535760723075
212,50,100,1000,bbr,34340864,10.000369,27471677.495100435,101,1.0140756351600442,1.9800222232102687
213,50,100,1000,cubic,28704768,10.000248,22963244.9115262,47,1.0087076240021613,1.6441363052427036
214,50,100,10000,bbr,21364736,10.000244,17091371.7705288,0,0.9899942055169593,1.2141533780320617
215,50,100,10000,cubic,41811968,10.000275,33448654.561999545,0,1.020846975247035,2.160834727236851
216,50,100,20000,bbr,22544384,10.000923,18033842.676320974,0,1.000401941200069,1.2561272874634688
217,50,100,20000,cubic,40894464,10.00009,32715276.762509137,0,1.1577599470224094,2.0621251373763467
218,50,100,50000,bbr,22675456,10.000715,18139067.85664825,0,1.0005439473503572,1.2588816413867714
219,50,100,50000,cubic,39976960,10.000284,31980659.74926312,0,1.1336719656598095,2.1313750145936083
220,50,150,100,bbr,37879808,10.000332,30302840.34570052,1524,1.4696214225333966,2.0599967311803717
221,50,150,100,cubic,11497120,10.000448,9197283.961678516,124,1.4527905097645748,0.43564938170120887
222,50,150,1000,bbr,31850496,10.00014,25480040.079438888,416,1.479994823352566,1.6100661941194485
223,50,150,1000,cubic,29753344,10.000294,23801975.421922594,906,1.46370732531877,1.377087095773311
224,50,150,10000,bbr,18219008,10.000307,14574758.954900086,0,1.4466987048486182,0.871008530494938
225,50,150,10000,cubic,43122688,10.000215,34497408.705712825,0,1.6743099232542709,1.7163015893151352
226,50,150,20000,bbr,21233664,10.000204,16986584.673672657,0,1.451666365761139,1.0870999316633325
227,50,150,20000,cubic,40501248,10.000124,32400596.632601757,0,1.487913263385871,1.9244072693923147
228,50,150,50000,bbr,17432576,10.000936,13944755.570878567,0,1.4447698012692847,0.8821033059262983
229,50,150,50000,cubic,42729472,10.000293,34182576.050521724,0,1.522579486481964,1.6364289621766492
230,50,200,100,bbr,50987008,10.000106,40789174.03475523,3751,1.9177201777236605,1.4765054876687622
231,50,200,100,cubic,5984584,10.001027,4787175.55707029,285,1.8791785146920144,0.1440615253288413
232,50,200,1000,bbr,32636928,10.000341,26108652.09496356,882,1.8998279599876204,1.709074059616984
233,50,200,1000,cubic,25559040,10.000491,20446228.09020077,309,1.8842661733224562,1.3594619053537582
234,50,200,10000,bbr,25165824,10.000078,20132502.1664831,0,1.8918337163846437,1.3632514491412944
235,50,200,10000,cubic,34078720,10.00023,27262348.965973783,0,1.9182085758343788,1.86884719379401
236,50,200,20000,bbr,27394048,10.000178,21914848.31569998,0,1.98798394229863,1.4616152190095952
237,50,200,20000,cubic,32112640,10.000082,25689901.342808988,0,1.9236669461982805,1.9144219814188537
238,50,200,50000,bbr,24772608,10.000545,19817006.373152662,0,1.8919547946821151,1.2133576091647555
239,50,200,50000,cubic,33947648,10.000085,27157887.557955757,0,1.921916834235055,1.8397479027935937
240,100,5,100,bbr,102010152,10.000096,81607338.1695536,2501,0.18046843558663916,1.8547221238057632
241,100,5,100,cubic,20700608,10.000326,16559946.54574261,341,0.0935400021214641,1.323047558390399
242,100,5,1000,bbr,6012096,10.000473,4809449.313047493,6,0.07066837393688102,0.30727111128033
243,100,5,1000,cubic,118751232,10.000082,95000206.5983059,118,0.47777423323975954,2.2193264043917713
244,100,5,10000,bbr,5230176,10.001036,4183707.367916684,0,0.0705918108111533,0.19053805284590142
245,100,5,10000,cubic,118620160,10.000121,94894979.77074477,0,0.27875996916636936,2.019008026494888
246,100,5,20000,bbr,4986912,10.001039,3989115.1309378953,0,0.07031528527780326,0.22755977219470178
247,100,5,20000,cubic,119406592,10.000087,95524442.53734992,0,0.23904685418131918,1.9836478565897109
248,100,5,50000,bbr,4167344,10.00104,3333528.5130346445,0,0.07106312105396127,0.1326020390469729
249,100,5,50000,cubic,119668736,10.000117,95733868.71373606,0,0.6449633932009573,1.925534315438537
250,100,10,100,bbr,98847720,10.000122,79077211.25802265,1857,0.323393479428219,1.9314328843300286
251,100,10,100,cubic,24042592,10.000088,19233904.3416418,249,0.15170440138954977,1.1767598125060785
252,100,10,1000,bbr,8748816,10.000774,6998511.11523968,10,0.12370197324663507,0.42081945761510825
253,100,10,1000,cubic,116785152,10.000082,93427355.4956849,42,0.5211607850385794,1.9637090723150716
254,100,10,10000,bbr,6769400,10.001036,5414959.010246539,0,0.12060268480636205,0.2756396348615114
255,100,10,10000,cubic,117964800,10.000079,94371094.4683537,0,0.7421861267442853,2.038757982265324
256,100,10,20000,bbr,5881776,10.001048,4704927.72357457,0,0.12204244241022671,0.29413932160062156
257,100,10,20000,cubic,118489088,10.000111,94790218.22857766,0,0.30248439949133465,1.8815930113262955
258,100,10,50000,bbr,9175040,10.000614,7339581.349705128,0,0.12595251088441609,0.35665972270772356
259,100,10,50000,cubic,115736576,10.000129,92588066.41394326,0,0.29657186073919983,2.017754920820245
260,100,25,100,bbr,112984064,10.000083,90386500.99204177,1529,0.6680158716880483,2.108025838714404
261,100,25,100,cubic,11725904,10.000264,9380475.555445336,304,0.27714095471123784,0.6199646449790753
262,100,25,1000,bbr,29097984,10.000577,23277044.11455459,30,0.38221691552374615,1.3126761156490612
263,100,25,1000,cubic,96075776,10.000098,76859867.5732978,20,0.63728601869338,2.1053477371993665
264,100,25,10000,bbr,15990784,10.001045,12791290.510141691,0,0.2808202139872006,0.59436204753942
265,100,25,10000,cubic,109051904,10.000083,87240799.10136746,0,0.7674686888040392,2.0326294880594875
266,100,25,20000,bbr,15990784,10.001041,12791295.626125319,0,0.277051690116279,0.591291251456753
267,100,25,20000,cubic,109051904,10.000078,87240842.72142677,0,0.46909756435365385,2.0312612007517554
268,100,25,50000,bbr,16908288,10.001051,13525208.900544552,0,0.337585714233391,0.6106795884847006
269,100,25,50000,cubic,108134400,10.000093,86506715.48754597,0,0.7513998969833424,2.055837721657955
270,100,50,100,bbr,111542272,10.000079,89233112.65841,3341,0.837486866939428,1.7169166314652613
271,100,50,100,cubic,10512480,10.001042,8409107.770970264,216,0.520354774782157,0.4088117668230956
272,100,50,1000,bbr,81526784,10.000117,65220664.11822982,310,0.7747057100542644,2.1884291760857826
273,100,50,1000,cubic,41287680,10.000327,33029063.949608847,92,0.544997429793768,1.85552364461842
274,100,50,10000,bbr,26083328,10.001039,20864494.57901324,0,0.531384658271234,1.063041139751438
275,100,50,10000,cubic,97255424,10.000097,77803584.5052303,0,0.6556203607073614,1.9725491809585172
276,100,50,20000,bbr,15466496,10.001037,12371913.832535567,0,0.5221229084011337,0.6437844923670965
277,100,50,20000,cubic,107479040,10.000081,85982535.54146212,0,0.7005409135734214,2.085597748681376
