,bandwidth,delay,buffer_size,algorithm,bytes_sent,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
207,50,75,20000,cubic,49152000,10.000091,39321242.1766962,0,1.0238450041245952,2.0873510308558223
208,50,75,50000,cubic,49676288,10.000218,39740164.0644234,0,0.82837629433796,2.0980773094203164
209,50,75,50000,bbr,14680064,10.000532,11743426.449712876,0,0.764861817559599,0.8991069043892335
210,50,100,100,cubic,6508760,10.001065,5206453.512700897,235,0.9902696505161904,0.27454014377421415
211,50,100,100,bbr,55312384,10.000078,44249562.053415984,2418,1.178504147412898,1.956315394955557
212,50,100,1000,bbr,39190528,10.000077,31352180.988206394,67,1.19598472440306,2.7497544827061624
213,50,100,1000,cubic,24248320,10.000506,19397674.47767143,40,1.0107300976615181,1.7368255153119472
214,50,100,10000,cubic,41287680,10.000097,33029823.610710975,0,1.108811313020248,1.8481764196453463
215,50,100,10000,bbr,22151168,10.000802,17719513.295033738,0,1.0008263412764484,1.3595704608711974
216,50,100,20000,cubic,49807360,10.000104,39845473.607074484,0,1.0483871665429687,1.708629243537018
217,50,100,20000,bbr,14286848,10.000603,11428789.244008586,0,0.9925997653309834,0.6281591354157047
218,50,100,50000,bbr,21364736,10.001039,17090013.14763396,0,1.0014048987372253,1.3250998890909467
219,50,100,50000,cubic,41680896,10.00012,33344316.66819998,0,1.035927501897334,2.2249169635479524
220,50,150,100,bbr,52297728,10.000078,41837856.0647227,2552,1.6821812022303206,1.7826964125584395
221,50,150,100,cubic,6908408,10.000606,5526391.50067506,309,1.4414273049837667,0.1768043909198577
222,50,150,1000,bbr,44826624,10.000129,35860836.59520792,1653,1.4793549349199093,1.7970512577789224
223,50,150,1000,cubic,16252928,10.001068,13000953.89812368,230,1.4557480579903894,0.620710911773817
224,50,150,10000,cubic,35520512,10.000344,28415432.109135445,0,1.6497582689029873,2.17549740684551
225,50,150,10000,bbr,25296896,10.000123,20237267.881605055,0,1.4605595814108163,1.3828988266264093
226,50,150,20000,cubic,34340864,10.000354,27471718.70115798,0,1.481165237012184,2.0012460234027367
227,50,150,20000,bbr,26476544,10.000111,21181000.09089899,0,1.459295589817538,1.3857007266274648
228,50,150,50000,cubic,37355520,10.000562,29882736.590203628,0,1.4804214869025925,1.8155880310813362
229,50,150,50000,bbr,23461888,10.00019,18769153.786078066,0,1.5393594706425695,1.2157865304096966
230,50,200,100,bbr,46268416,10.000092,37014392.26759113,1754,2.04734933859581,1.78534425214736
231,50,200,100,cubic,10328584,10.000099,8262785.398424556,358,1.8792025585548624,0.45334870460670834
232,50,200,1000,bbr,35258368,10.000287,28205884.891103625,1170,1.9068022555689357,2.2584283832297833
233,50,200,1000,cubic,22937600,10.000515,18349135.019546494,190,1.8973364388359122,1.3226852620166918
234,50,200,10000,cubic,33554432,10.000252,26842869.159697175,0,1.9231248059098736,1.8982441342440228
235,50,200,10000,bbr,24772608,10.000413,19817267.9468338,0,1.8951869570944044,1.4243642530453258
236,50,200,20000,bbr,25559040,10.000506,20446197.42241043,0,1.8978149618379396,1.4317544926468206
237,50,200,20000,cubic,32374784,10.000316,25899008.791322194,0,1.9133510551004782,1.9950048351394978
238,50,200,50000,cubic,30932992,10.000151,24746019.93509898,0,1.9145953964147973,2.259115157714901
239,50,200,50000,bbr,27394048,10.000226,21914743.126805335,0,1.8979636510721365,1.7712839061851595
240,100,5,100,cubic,18130408,10.000341,14503831.81933496,350,0.09529359407523305,1.1344777053008643
241,100,5,100,bbr,104707776,10.000083,83765525.54613797,2215,0.4147899815750903,2.079377506217287
242,100,5,1000,bbr,9009456,10.000952,7206878.70514727,0,0.07602137698371243,0.319554349407022
243,100,5,1000,cubic,116391936,10.000094,93112673.5408687,69,0.41185431535469286,2.0773576093026285
244,100,5,10000,cubic,119406592,10.000088,95524432.98498973,0,0.24170666338829594,2.080468843099485
245,100,5,10000,bbr,6077256,10.001038,4861300.197039547,0,0.07287775226014324,0.233577387635578
246,100,5,20000,cubic,115212288,10.000144,92168503.1735543,0,0.242460141211229,2.0529878880087287
247,100,5,20000,bbr,10878976,10.001044,8702272.28277368,0,0.0778160500018259,0.3590166981882464
248,100,5,50000,cubic,119930880,10.000144,95943322.4161572,0,0.6643820757738833,2.197987379873994
249,100,5,50000,bbr,3622896,10.001035,2898016.855255481,0,0.0701269618264497,0.18636118110871314
250,100,10,100,cubic,21747512,10.000114,17397811.26495158,299,0.2062458739621605,1.3015407729290864
251,100,10,100,bbr,102514056,10.000078,82010605.1172801,2054,0.5508143106754444,2.0720807181327685
252,100,10,1000,bbr,7510776,10.001068,6007979.147827012,0,0.12605553712813045,0.4544767087137344
253,100,10,1000,cubic,117440512,10.000089,93951573.43099648,33,0.6155561805182658,2.443577532957104
254,100,10,10000,cubic,116654080,10.000109,93322246.78751,0,0.7625920860841808,2.3248533505351507
255,100,10,10000,bbr,7778656,10.000452,6222643.53651215,0,0.12454002050638176,0.3720278706982233
256,100,10,20000,cubic,116391936,10.000095,93112664.2296898,0,0.8052260269607062,2.1966112277476446
257,100,10,20000,bbr,9568256,10.001035,7653812.630392754,0,0.12731085127593156,0.444380703218579
258,100,10,50000,cubic,117833728,10.00009,94266134.00479396,0,0.3340379846461236,2.1870921740086144
259,100,10,50000,bbr,7250136,10.001068,5799489.414530528,0,0.1246731561766288,0.36013750793418053
260,100,25,100,cubic,16316064,10.000618,13052044.583644731,284,0.2873464228993361,0.8908680193162705
261,100,25,100,bbr,107741184,10.00008,86192257.6619387,1164,0.7018939881796383,2.2860947686278044
262,100,25,1000,cubic,100007936,10.000089,80005636.74983293,31,0.6536286756342206,2.3586207101963454
263,100,25,1000,bbr,25165824,10.001045,20130555.5569443,36,0.2874421371623317,1.3240167629176436
264,100,25,10000,cubic,109051904,10.000117,87240502.48612092,0,0.42731823458412943,2.32612843518051
265,100,25,10000,bbr,15990784,10.00104,12791296.905121868,0,0.283942064138538,0.716488238548265
266,100,25,20000,bbr,16908288,10.001039,13525225.129109085,0,0.2874058398704956,0.706131260651499
267,100,25,20000,cubic,107741184,10.000121,86191904.27795823,0,0.457479545571308,2.2912001951060064
268,100,25,50000,bbr,10354688,10.00104,8282888.979546128,0,0.2747582613326523,0.393104149071126
269,100,25,50000,cubic,115605504,10.000081,92483654.08240193,0,0.40626313841368,2.144368081640551
270,100,50,100,cubic,11691152,10.001052,9351937.77614595,208,0.525301353610289,0.5369037420578907
271,100,50,100,bbr,110362624,10.000125,88288995.58755516,2670,0.9716165369867772,1.9900790403069566
272,100,50,1000,bbr,67108864,10.000126,53686414.75117414,147,0.784937342334011,2.6175897867925633
273,100,50,1000,cubic,56754176,10.000099,45402891.31137601,83,0.572445085340905,2.3392254580653615
274,100,50,10000,bbr,15990784,10.001075,12791252.140394907,0,0.5355144316376846,0.600969191562781
275,100,50,10000,cubic,106430464,10.000146,85143128.1103296,0,0.652056152688362,2.245351781168057
276,100,50,20000,bbr,26476544,10.001041,21179030.46292881,0,0.547210370887138,1.2464340172998813
277,100,50,20000,cubic,96075776,10.000107,76859798.40015712,0,0.6924953923477397,2.1174567642676845
278,100,50,50000,cubic,98697216,10.000102,78956967.4389321,0,0.650443640241679,2.037572344338029
