,bandwidth,delay,buffer_size,algorithm,bytes_sent,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
0,10,5,100,bbr,3330400,10.000088,2664296.554190323,11,0.0710098921889019,0.23264381448589536
1,10,5,100,cubic,9510464,10.000143,7608262.401847654,19,0.08695678206019916,0.711297888568686
2,10,5,10000,cubic,13349112,10.000767,10678470.561307948,0,0.0888632567495565,0.9854025720873618
3,10,5,10000,bbr,1307544,10.001044,1045926.005325044,0,0.0682275523570135,0.09770714779240895
4,10,5,50000,bbr,1307544,10.001037,1045926.7373973319,0,0.06748955229003505,0.094441471919896
5,10,5,50000,cubic,13349112,10.000755,10678483.374505226,0,0.08602122641862432,0.9377720196284665
6,10,50,100,bbr,8821216,10.000105,7056898.702563623,32,0.520609922593202,0.5988232213697466
7,10,50,100,cubic,4594504,10.000523,3675410.976005955,54,0.5162392167137297,0.3244036298429604
8,10,50,10000,bbr,2946680,10.000873,2357138.2218332337,0,0.504958180225482,0.18254614163190275
9,10,50,10000,cubic,12426736,10.00053,9940861.93431748,0,0.5211650651402422,0.834613366679032
10,10,50,50000,cubic,12426736,10.000537,9940854.976087784,0,0.5230337447038202,0.8997931218838634
11,10,50,50000,bbr,2946680,10.000546,2357215.296044836,0,0.5100522020334455,0.20974063564670264
12,10,200,100,cubic,4904376,10.000118,3923454.5032368614,100,1.8806822941276926,0.28500175337524736
13,10,200,100,bbr,11272192,10.000086,9017676.04798599,374,1.8820620602737137,0.516163269850678
14,10,200,10000,bbr,9306112,10.001051,7444107.224330722,0,1.8796194944400848,0.5334790649274712
15,10,200,10000,cubic,8443288,10.000114,6754553.398091262,0,1.9092052046358596,0.5420898178808333
16,10,200,50000,bbr,9306112,10.00106,7444100.525344313,0,1.8820197289411023,0.5716378021642204
17,10,200,50000,cubic,8292696,10.000201,6634023.45612853,0,1.886638938610439,0.5379762020676556
18,100,5,100,cubic,18130408,10.000341,14503831.81933496,350,0.09529359407523305,1.1344777053008643
19,100,5,100,bbr,104707776,10.000083,83765525.54613797,2215,0.4147899815750903,2.079377506217287
20,100,5,10000,bbr,6077256,10.001038,4861300.197039547,0,0.07287775226014324,0.233577387635578
21,100,5,10000,cubic,119406592,10.000088,95524432.98498973,0,0.24170666338829594,2.080468843099485
22,100,5,50000,bbr,3622896,10.001035,2898016.855255481,0,0.0701269618264497,0.18636118110871314
23,100,5,50000,cubic,119930880,10.000144,95943322.4161572,0,0.6643820757738833,2.197987379873994
24,100,50,100,cubic,11691152,10.001052,9351937.77614595,208,0.525301353610289,0.5369037420578907
25,100,50,100,bbr,110362624,10.000125,88288995.58755516,2670,0.9716165369867772,1.9900790403069566
26,100,50,10000,bbr,15990784,10.001075,12791252.140394907,0,0.5355144316376846,0.600969191562781
27,100,50,10000,cubic,106430464,10.000146,85143128.1103296,0,0.652056152688362,2.245351781168057
28,100,50,50000,cubic,98697216,10.000102,78956967.4389321,0,0.650443640241679,2.037572344338029
29,100,50,50000,bbr,25165824,10.000816,20131016.50905286,0,0.5366825713128875,1.2093799258363214
30,100,200,100,cubic,6705688,10.001041,5363992.008431922,271,1.8838754183167834,0.14267946047068245
31,100,200,100,bbr,75104256,10.000399,60081007.56779805,5872,1.9416167984805004,1.1506732480111366
32,100,200,10000,cubic,55443456,10.000107,44354290.20909476,0,1.943036768802538,1.4640799145654237
33,100,200,10000,bbr,53608448,10.000246,42885703.41169607,0,2.137907073431591,0.894564850114311
34,100,200,50000,cubic,55181312,10.000144,44144413.92043954,0,2.188271405818711,1.4334847190597828
35,100,200,50000,bbr,53608448,10.000351,42885253.12761522,0,1.926986419307357,0.870358819725327
36,1000,5,100,bbr,1088290816,10.000087,870625078.3618182,61155,1.360192382168267,2.00719456600684
37,1000,5,100,cubic,112328704,10.000096,89862100.52383497,2958,0.21283871806608445,1.8177153435983726
38,1000,5,10000,bbr,35782656,10.000894,28623565.85321272,0,0.09938199565433264,0.900109443255557
39,1000,5,10000,cubic,1164574720,10.000088,931651577.4661183,0,1.379555208552871,4.251152523003833
40,1000,5,50000,cubic,1163919360,10.000082,931127852.7516074,0,1.2904977581464523,4.110376461841388
41,1000,5,50000,bbr,35782656,10.001014,28623222.40524811,0,0.0996977836101114,0.8395485541307727
42,1000,50,100,cubic,158597120,10.000114,126876249.61075445,1774,1.1220151263070752,1.078842666199152
43,1000,50,100,bbr,575275008,10.000077,460216462.733237,614,1.0673689272623708,2.3787768749439686
44,1000,50,10000,cubic,578682880,10.000107,462941350.5275494,0,1.6482426974812,1.9677190831917153
45,1000,50,10000,bbr,576978944,10.000073,461579785.66756463,0,1.0356030705795722,2.4101511510926867
46,1000,50,50000,bbr,576978944,10.000088,461579093.303979,0,1.080698160947775,2.2869907107418186
47,1000,50,50000,cubic,579600384,10.000082,463676505.05265856,0,1.2004898766407968,2.3616185421546887
48,1000,200,100,bbr,128581632,10.000126,102864009.51348013,10,2.013926523958802,0.9298685949112022
49,1000,200,100,cubic,53739520,10.000225,42990648.710404016,1784,1.9718060809397107,0.546722639530788
50,1000,200,10000,bbr,130547712,10.000098,104437146.11596806,0,1.9995404270510342,1.0826928648072613
51,1000,200,10000,cubic,131596288,10.000237,105274535.39351118,0,2.0327301943221636,0.4832639408338668
52,1000,200,50000,cubic,132513792,10.000212,106008786.21373227,0,2.065147282941127,0.46350238554861545
53,1000,200,50000,bbr,131334144,10.000088,105066390.61576258,0,2.0180899256582836,1.0259379521651821
