,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
24,100,50,10000,bbr,222691328,221858448,0.003740064812941436,60.000113,29692121.146505173,0,0.22059344820183452,1.7640901328480507
25,100,50,10000,cubic,497287168,497286888,5.630549469557196e-07,60.000213,66304720.35157608,0,0.2730624091962467,1.8636049641630736
26,100,50,1000,bbr,355467264,354133016,0.003753504570254886,60.000263,47395427.450043015,421,0.2050162070491769,2.3494833746726433
27,100,50,1000,cubic,362151936,359801936,0.0064889891959600075,60.000466,48286549.774463415,274,0.20295139634646958,2.0604372590086313
28,100,50,100,bbr,669646848,668276616,0.0020462009252972695,60.000208,89285936.87541883,16396,0.2617430736912074,1.9399613266617222
29,100,50,100,cubic,30916248,28891944,0.06547702683715048,60.000668,4122120.507058355,496,0.0962579463800931,0.30362327740827144
30,100,5,10000,bbr,95944704,95486576,0.004774917018869535,60.000173,12792590.314697927,0,0.0747901572954133,0.9777884322758165
31,100,5,10000,cubic,627179520,627174616,7.819132869644722e-06,60.000077,83623828.6827532,0,0.626819056729487,1.9915033491649432
32,100,5,1000,bbr,271450112,268055208,0.012506548532940006,60.000158,36193252.9577672,381,0.12218836311078021,1.9009581723864
33,100,5,1000,cubic,452329472,449531600,0.006185473583291075,60.000174,60310421.3664447,297,0.15110296467302187,2.10765447759502
34,100,5,100,bbr,595434976,593985528,0.002434267482466465,60.0001,79391197.8146703,13266,0.19557259368611996,1.8610543960279538
35,100,5,100,cubic,120755960,120029064,0.006019545536303136,60.000325,16100707.45450129,1110,0.0878553784378923,1.1751221519384
36,10,200,10000,bbr,23724032,21964712,0.07415771484375,60.001048,3163149.01699717,0,0.33971917199742735,0.324078483424487
37,10,200,10000,cubic,52953088,52952528,1.0575398360148514e-05,60.000504,7060352.426372952,0,0.3541580238122399,0.7667808934826047
38,10,200,1000,bbr,31588352,29400192,0.06927110347510373,60.001049,4211706.631995717,294,0.3441167807993655,0.40233971768437726
39,10,200,1000,cubic,44695552,42658080,0.04558556520344575,60.001045,5959303.142136942,371,0.351792073528239,0.5750041849518976
40,10,200,100,bbr,61734912,58526712,0.05196735357782643,60.000493,8231253.966529909,480,0.3478430487638804,0.7999613761942246
41,10,200,100,cubic,11514496,10725336,0.06853621730382294,60.001045,1535239.3945805444,170,0.33969611716634585,0.16058560836114338
42,10,50,10000,bbr,9175040,5944040,0.3521510532924107,60.001046,1223317.340167703,0,0.09383651934882387,0.12899174280394624
43,10,50,10000,cubic,68419584,68416128,5.051185344827586e-05,60.000464,9122540.65235229,0,0.12324923029860689,1.0381227847936627
44,10,50,1000,bbr,10652936,8228984,0.22753839880386026,60.001042,1420366.7996299132,52,0.09230086657369638,0.1557093915950807
45,10,50,1000,cubic,65798144,63474528,0.03531430916957171,60.001042,8772933.51005471,251,0.10493794010918098,0.8920995818296082
46,10,50,100,bbr,49756176,48781672,0.01958558873173855,60.000091,6634146.73821078,112,0.1273852594152437,0.6576823508280234
47,10,50,100,cubic,23215784,22661200,0.02388823052454313,60.000283,3095423.266586926,105,0.0987531843628815,0.3333182917991
48,10,5,10000,bbr,3653304,2367480,0.351961950059453,60.000293,487104.8213047893,0,0.01636417435393,0.05556450350260751
49,10,5,10000,cubic,72089600,72089320,3.884055397727272e-06,60.000469,9611871.53387084,0,0.036758466701274244,1.0114565789713248
50,10,5,1000,bbr,6458080,4829080,0.2522421524663677,60.001051,861062.250392914,28,0.01613073915771751,0.10492385070548577
51,10,5,1000,cubic,69599232,66961312,0.03790156764948211,60.001011,9279741.23636017,212,0.0492268951684053,0.885964443023765
52,10,5,100,bbr,34346560,33422736,0.026897133220910623,60.00024,4579523.015241273,262,0.023849890869463725,0.4439031220904377
53,10,5,100,cubic,38946856,38393720,0.014202327397107485,60.000542,5192867.22443274,128,0.033126253292965833,0.5703834944845567
