,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
0,1000,200,10000,bbr,866254848,865443128,0.0009370452608422228,60.000086,115500480.84931077,0,0.5092385306447953,1.0050717872942676
1,1000,200,10000,cubic,897449984,896658816,0.0008815733624214985,60.000149,119659700.71174324,0,0.5578238517976598,0.4622614627497324
2,1000,200,1000,bbr,864157696,864157136,6.480298706961929e-07,60.000081,115220870.58515804,27,0.506129084198984,1.012189244206062
3,1000,200,1000,cubic,766902272,766901712,7.302103807041532e-07,60.000155,102253372.11212204,931,0.655721333432936,0.6901292219044682
4,1000,200,100,bbr,771489792,770372824,0.001447806583551011,60.000078,102865171.87527657,40,0.5087214286281668,2.202783013547627
5,1000,200,100,cubic,551813120,551519560,0.000531991700378563,60.000101,73574958.815486,1575,0.701647689610692,1.2647474915298507
6,1000,50,10000,bbr,3490316288,3489109264,0.00034582080831752976,60.000077,465374907.835535,0,0.7865894306720195,2.63133188197592
7,1000,50,10000,cubic,3568959488,3568951336,2.284139124416982e-06,60.000099,475860479.89687485,0,0.984981422371292,2.2476780191945283
8,1000,50,1000,bbr,3473801216,3473728536,2.0922325568096066e-05,60.000073,463172931.93959945,79,0.6888174406378005,2.3402039085038786
9,1000,50,1000,cubic,3584557056,3583767616,0.00022023362654490273,60.000088,477940239.8209816,270,0.8066916676705206,1.9120398011540956
10,1000,50,100,bbr,3488088064,3488088064,0.0,60.000073,465077842.68862474,1356,0.7253210040406904,2.2789706829403333
11,1000,50,100,cubic,1111228416,1109254880,0.0017759949004039868,60.000087,148163573.96281776,1575,0.432843769061465,0.9178184067692805
12,1000,5,10000,bbr,2671640576,2670329856,0.0004906049158612569,60.000075,356218298.1937939,0,0.590240041779805,3.09204823989878
13,1000,5,10000,cubic,4506255360,4506255344,3.5506199098312974e-09,60.000075,600833296.9583788,0,1.3592887407454206,3.234434929736235
14,1000,5,1000,bbr,6120144896,6117210536,0.00047945923664615146,60.000074,816018313.0440806,7296,1.155100558148879,3.297447997040136
15,1000,5,1000,cubic,978321408,975026728,0.0033676867060850415,60.000091,130442656.56197089,2986,0.22828554539810944,2.1386176778626065
16,1000,5,100,bbr,6429474816,6426453656,0.0004698921897138045,60.000075,857262237.2222035,366593,1.2145638770264466,2.064737324694535
17,1000,5,100,cubic,641728512,638705560,0.004710640003478605,60.000147,85563591.96919967,5485,0.19598046939579952,1.873157914314043
18,100,200,10000,bbr,324534272,323611056,0.002844741155719911,60.000117,43271151.887920484,0,0.4492347319071592,1.4084848123541793
19,100,200,10000,cubic,383254528,383253968,1.4611699512653899e-06,60.000088,51100528.785891116,0,0.44351252207184566,1.7054301880544773
20,100,200,1000,bbr,507117568,505510432,0.0031691585963750323,60.000035,67615636.29087883,3018,0.7253239213312764,2.3332621405111857
21,100,200,1000,cubic,168034304,165608608,0.014435719030323714,60.000295,22404463.71138675,1673,0.4088729749602987,1.8221963110753616
22,100,200,100,bbr,549060608,548063312,0.0018163677843011459,60.000088,73207973.6949719,14315,0.47411119118426137,1.7836626785280867
23,100,200,100,cubic,16728744,14899920,0.10932225396001038,60.001042,2230460.464336603,312,0.3494801940363325,0.1314452410901544
