,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu
17,1000,5,100,cubic,631373824,628573904,0.004434646945388728,60.000184,84182918.37238367,4580,0.17998609893534132,1.8788277772923574
18,100,200,10000,bbr,330825728,330825728,0.0,60.000283,44109889.01502348,0,0.4244860076143146,1.2329136071302138
19,100,200,10000,cubic,376569856,376288664,0.0007467193550404629,60.000079,50209248.0244901,0,0.4434025276513105,1.7576250106784181
20,100,200,1000,bbr,499646464,498613856,0.0020666772896445434,60.000074,66619446.36934948,2666,0.571280933083364,2.2458464237208475
21,100,200,1000,cubic,175636480,173354232,0.012994157022504664,60.000402,23418040.432462435,2476,0.4033944533661499,1.8462903410496718
22,100,200,100,bbr,547749888,544158760,0.006556145566934375,60.000079,73033222.2395907,12029,0.4556159925917254,1.767773461050979
23,100,200,100,cubic,17629400,15875872,0.09946611909650924,60.00104,2350545.923870653,400,0.3406275981673903,0.15263319038599768
24,100,50,10000,bbr,217841664,216897288,0.004335148670182761,60.000091,29045511.147641428,0,0.2507383299320285,1.8109467419402547
25,100,50,10000,cubic,503578624,503101672,0.0009471251901272124,60.000083,67143723.6511823,0,0.23882911442816185,1.9902888064199393
26,100,50,1000,bbr,393084928,389930472,0.008024871408959236,60.000101,52411235.50775356,664,0.21961614051393222,2.4809932250185547
27,100,50,1000,cubic,325976064,323591800,0.007314230286552573,60.000102,43463401.31221777,878,0.20603907543241415,2.222970768358489
28,100,50,100,bbr,677511168,673831144,0.005431680205159364,60.000084,90334695.9314257,16146,0.277157717146108,2.028977190561449
29,100,50,100,cubic,28739904,26841576,0.06605199516324063,60.001054,3831919.88594067,481,0.09709923832511055,0.30045428165169324
30,100,5,10000,bbr,83623936,83605720,0.00021783236799568966,60.000254,11149810.932467053,0,0.031677113299802544,0.8708674086893712
31,100,5,10000,cubic,638451712,638451432,4.385609666906179e-07,60.00023,85126568.6148203,0,0.24611956495262993,2.039645380565371
32,100,5,1000,bbr,253886464,250957224,0.011537598160412365,60.000662,33851155.042256035,288,0.11513188201807743,1.9615175888135727
33,100,5,1000,cubic,469762048,466725152,0.006464753832135882,60.000094,62634841.60541482,254,0.1550921078479942,2.230005686015193
34,100,5,100,bbr,598577136,597153752,0.002377945822507995,60.00008,79810178.3864288,12402,0.21117028443386254,1.9876654404226348
35,100,5,100,cubic,116184624,115333200,0.007328198609137815,60.000333,15491197.223855408,1112,0.06454852064297277,1.237123922249351
36,10,200,10000,bbr,25034752,22113856,0.11667365428664922,60.000103,3337961.2031666012,0,0.3420463347540391,0.3451533879695879
37,10,200,10000,cubic,52166656,52166656,0.0,60.001036,6955434.03617231,0,0.356979053065658,0.808138138202699
38,10,200,1000,bbr,32243712,29685448,0.07934148524834858,60.001053,4299086.15103805,405,0.3508881286287185,0.41220176818674725
39,10,200,1000,cubic,45088768,42400336,0.059625315111736917,60.000945,6011741.04841182,397,0.3456885231032052,0.6020403096006692
40,10,200,100,bbr,60424192,57123600,0.05462368450040672,60.000412,8056503.612008532,577,0.36843917801338955,0.7822748241084976
41,10,200,100,cubic,13440336,12284832,0.08597285067873303,60.000592,1792027.1186657625,191,0.3389027172166537,0.18828106529736993
42,10,50,10000,bbr,9081856,5731184,0.36894132653061223,60.001043,1210893.0839752236,0,0.09224889521333778,0.12009919071563112
43,10,50,10000,cubic,68812800,68812240,8.138020833333333e-06,60.000397,9174979.29222035,0,0.17421355075490988,1.0261358426417964
44,10,50,1000,bbr,14417920,11812784,0.18068736683238637,60.001044,1922355.8843409459,65,0.09323892391199178,0.1885141846697831
45,10,50,1000,cubic,63045632,60846408,0.03488305105736746,60.001044,8405938.00334541,245,0.1039587182929522,0.858483025272614
46,10,50,100,bbr,48243016,47655128,0.012185971125851668,60.000483,6432350.352912992,113,0.10445589853658589,0.6828857891967016
47,10,50,100,cubic,24388664,23899240,0.020067683904292585,60.000539,3251792.6547293183,95,0.0993700880238289,0.3658705929229706
48,10,5,10000,bbr,3201528,2135800,0.33288104929895973,60.001056,426862.887213185,0,0.022663649156048953,0.0489094768316295
49,10,5,10000,cubic,71565312,71565312,0.0,60.001018,9541879.70610765,0,0.0475058337677011,1.0493424155680326
50,10,5,1000,bbr,5611000,4590160,0.18193548387096775,60.001027,748120.528003629,27,0.015942509800211814,0.09812516006094574
51,10,5,1000,cubic,69599232,68011112,0.0228180678775306,60.001054,9279734.585995773,245,0.04938681988848539,0.890912137998456
52,10,5,100,bbr,37797144,36769064,0.027199938704363484,60.000207,5039601.813373744,339,0.02634717860853009,0.47546414235876777
53,10,5,100,cubic,35438352,35047392,0.011032115714635941,60.000315,4725088.793283835,115,0.02855818375482687,0.528052655854409
