,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu,bbr_ratio,cubic_ratio
303,20,5,1000,cubic,127008768,123798208,0.025278254805211557,60.000191,16934448.492005635,89,0.09296367540765907,1.7699587893527566,,0.8470298378301224
127,100,25,20000,cubic,610926592,610926312,4.5832020355074017e-07,60.000101,81456741.8144846,0,0.295837372072574,2.167494383659172,,0.8459166349061542
233,10,75,1000,cubic,64618496,62460928,0.03338932555780933,60.000114,8615783.09667878,332,0.16556218907650735,0.9328757847406453,,0.8427335866163741
161,10,100,10000,cubic,65404928,65404368,8.562045966933868e-06,60.000195,8720628.72462331,0,0.2005160388659568,1.01408652767979,,0.8400692299546711
167,10,100,20000,cubic,64880640,64880640,0.0,60.000708,8650649.922330916,0,0.20296290579109072,1.0449980224141011,,0.833334094894941
169,10,100,50000,cubic,64618496,64618216,4.33312468306288e-06,60.000669,8615703.40157374,0,0.20071845611650832,1.0042866642320616,,0.8299672590055172
319,20,75,50000,cubic,123863040,123862760,2.2605613425925925e-06,60.000353,16514974.836898044,0,0.17566624362272915,1.7945191081560605,,0.8296745342172873
537,50,50,20000,cubic,298188800,298188520,9.390024038461539e-07,60.000239,39758348.29591262,0,0.18692229307513958,2.0781961590851723,,0.8230836079640014
539,50,50,50000,cubic,299630592,299562256,0.00022806749986329833,60.00009,39950685.6739715,0,0.1878015892048579,2.1018226935152278,,0.822894391932918
241,20,100,10000,cubic,121634816,121634536,2.301972487877155e-06,60.000586,16217817.072653258,0,0.21601896874352206,1.7325783866177118,,0.8219662711662693
269,20,150,50000,cubic,121503744,121503184,4.608911475188781e-06,60.000408,16200389.037354546,0,0.30028578129441635,1.7225595118951356,,0.8203547731955412
531,50,50,10000,cubic,297926656,297926376,9.398286268147822e-07,60.000102,39723486.6034061,0,0.1913001058573984,2.075845362888236,,0.8190994448413021
317,20,75,20000,cubic,121110528,121110248,2.3119377367424243e-06,60.00046,16147946.599076075,0,0.18096219051858617,1.7563350498240384,,0.816977595146152
213,10,50,1000,cubic,63569920,60733464,0.04461946782377577,60.000436,8475927.741591744,226,0.12638873459242791,0.8985680628153705,,0.8096844123899742
163,10,100,1000,cubic,61997056,59145008,0.04600295859209831,60.000912,8266148.487876317,310,0.20470040430995307,0.9133592080037013,,0.8065394504755069
283,20,25,1000,cubic,121634816,118358072,0.026939194777916217,60.000125,16217941.67928817,122,0.12554455495624958,1.6504292540186007,,0.805555472016599
129,100,25,50000,cubic,579731456,579730896,9.659644895998192e-07,60.000203,77297265.94425023,0,0.68489800180555,2.1863785394291275,,0.8037435257304995
131,100,50,10000,cubic,570032128,570031568,9.824007674177971e-07,60.000144,76004101.32349016,0,0.6164605624405725,2.033862403948457,,0.7920235332467861
551,50,75,10000,cubic,279707648,279707368,1.0010452055998126e-06,60.000207,37294224.40159248,0,0.2571734620150871,2.063117510924841,,0.7723493298294029
559,50,75,50000,cubic,274333696,274333416,1.0206547867892976e-06,60.000307,36577638.97774723,0,0.22419040506524712,2.0060095692582025,,0.7586086156029477
189,10,150,50000,cubic,58327040,58326760,4.800517907303371e-06,60.000541,7776868.545235284,0,0.27682100551280686,0.9421996915663493,,0.7555194122335458
187,10,150,20000,cubic,58064896,58064616,4.822190674379233e-06,60.000424,7741931.423684605,0,0.27561298423664415,0.9317491352391812,,0.7546867388578122
557,50,75,20000,cubic,273285120,273284840,1.0245709682254196e-06,60.000323,36437819.843069844,0,0.2229211652375713,1.97177815636353,,0.754340888512624
293,20,50,1000,cubic,112590848,109145896,0.030597087251709836,60.000239,15012053.26865448,155,0.12121885411639137,1.527502929588189,,0.7535112792939156
249,20,100,50000,cubic,110886912,110886632,2.525095116725768e-06,60.000505,14784797.16129056,0,0.2117064035450467,1.590229055372932,,0.7500016999741321
181,10,150,10000,cubic,56754176,56753896,4.9335576645496535e-06,60.001065,7567089.15083424,0,0.27601331705841736,0.881790244332385,,0.7414383401890395
279,20,200,50000,cubic,108007864,108007864,0.0,60.000453,14400939.806237796,0,0.4449026306144719,1.58854192492676,,0.7383612836241004
253,20,10,1000,cubic,109182976,106743664,0.022341504961359542,60.000782,14557540.400056785,130,0.05851400996078897,1.4969538068516082,,0.7281453322499137
247,20,100,20000,cubic,108265472,108265192,2.5862354343220338e-06,60.000662,14435236.997885123,0,0.21829094160386617,1.5568734272682965,,0.7277514977018262
277,20,200,20000,cubic,106561536,106500440,0.0005733400839867774,60.000108,14208179.225277396,0,0.4538658727994018,1.490968379394674,,0.7201072662790586
381,250,5,10000,cubic,1271922688,1271922128,4.402783323887057e-07,60.000101,169589406.2578328,0,0.313433245129869,2.297195625122493,,0.7069279004158434
137,100,50,20000,cubic,509083648,509083648,0.0,60.000205,67877587.81824163,0,0.541448257813488,1.9657995437894464,,0.7066953227399484
191,10,200,10000,cubic,54001664,53921744,0.001479954395479369,60.000097,7200210.2263268,0,0.3577501745956177,0.8709789851474966,,0.7042768018767128
389,250,5,50000,cubic,1263796224,1263795664,4.431094106513172e-07,60.000119,168505828.9967725,0,0.3097476303383271,2.2118458024306555,,0.7025135323263184
331,250,10,10000,cubic,1262354432,1262354152,2.2180775295919427e-07,60.000099,168313646.54914987,0,0.2962463580656486,2.1903004831942336,,0.701865537044466
387,250,5,20000,cubic,1258422272,1257514096,0.0007216782634946881,60.000106,167789339.83883294,0,0.945263993458847,2.25171243234591,,0.6990679257650041
313,20,75,1000,cubic,103415808,101276016,0.020691150041587454,60.001051,13788532.87086588,187,0.18626651788075158,1.3647236010753387,,0.6945402734454006
337,250,10,20000,cubic,1246887936,1246441672,0.0003579022517706034,60.000087,166251483.73534858,0,0.48924127214389274,2.1962877424443,,0.6932662841690308
339,250,10,50000,cubic,1245446144,1245445864,2.2481903480846138e-07,60.000085,166059250.61606163,0,0.30284583346310556,2.0872534917980983,,0.6923132933532059
543,50,5,1000,cubic,252313600,249730768,0.010236594460227273,60.000335,33641625.5009243,220,0.1193089620121971,2.276802984832228,,0.6907061019809376
