,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu,bbr_ratio,cubic_ratio
369,250,25,50000,cubic,1192230912,1192230352,4.697076668315743e-07,60.000091,158963880.50478125,0,0.3639078196471821,2.42118381786854,,0.663554095488321
93,100,10,1000,cubic,478674944,475789632,0.00602770635097207,60.000147,63823169.4999014,211,0.16127680504675,2.35569312076244,,0.6611148763131327
461,500,5,10000,cubic,2354184192,2354013656,7.243953152838094e-05,60.000101,313890697.21732634,0,0.56299512734654,2.61198215344295,,0.6554151812698981
271,20,200,10000,cubic,96862208,96853240,9.25851287635318e-05,60.000091,12914941.479005424,0,0.36533744790168166,1.3793307949616478,,0.6551432070812591
469,500,5,50000,cubic,2352218112,2351428392,0.000335734171916792,60.000083,313628647.7470373,0,0.6509120128860213,2.520289184688929,,0.6547484289907035
411,500,10,10000,cubic,2347499520,2347282928,9.226498159198771e-05,60.000087,312999482.1507509,0,0.6983684981994415,2.6272183946035272,,0.6537689397097945
467,500,5,20000,cubic,2345664512,2344862040,0.0003421085990322558,60.00008,312754851.26019835,0,0.648749434450996,2.7394273086847045,,0.6529242333015791
419,500,10,50000,cubic,2330066944,2330066944,0.0,60.00012,310674971.183391,0,0.57192881683548,2.6532023688547333,,0.6490323341585322
143,100,5,1000,cubic,469630976,466602072,0.0064495405004971395,60.000113,62617345.53733257,578,0.14756080660487556,2.3257397310686123,,0.6481548746521074
417,500,10,20000,cubic,2326003712,2326003432,1.2037813979206583e-07,60.000085,310133388.9110324,0,0.5877390891996097,2.5296987923918346,,0.6477587740879547
493,50,10,1000,cubic,236060672,233540680,0.010675187775454608,60.000263,31474618.302923106,131,0.12774421896618252,2.505090796577112,,0.6471438994685361
533,50,50,1000,cubic,233439232,231190576,0.009632725316711117,60.000396,31125025.50816498,177,0.1905060039788497,2.249539464714768,,0.6429597608179498
159,100,75,50000,cubic,460062720,459838000,0.0004884551393340455,60.000092,61341601.94287702,0,0.25944935571063366,2.0874157393547517,,0.6401607456295215
523,50,25,1000,cubic,232783872,230421688,0.010147541492908925,60.000411,31037636.9921866,167,0.15155006966621132,2.256195770920671,,0.6381590040973925
151,100,75,10000,cubic,457703424,457703144,6.117498478665522e-07,60.000142,61026978.76948358,0,0.30044742665867824,1.97206196456553,,0.6367612489592255
621,750,5,10000,cubic,3424256000,3423904744,0.00010257877915669856,60.000117,456566576.36184275,0,0.7839842349456927,3.516017458556439,,0.6358302892793984
627,750,5,20000,cubic,3424124928,3423791936,9.724878823112847e-05,60.000091,456549297.966898,0,0.8241505722080787,3.358264381367584,,0.6358216844672264
157,100,75,20000,cubic,456654848,456654568,6.131545547502871e-07,60.000238,60887071.54794952,0,0.250243767242369,1.9610866873576587,,0.6354179834640258
507,50,150,20000,cubic,227934208,227933648,2.456849302760207e-06,60.000274,30391088.947360475,0,0.316667026374932,1.8067402006446422,,0.6344402250622877
579,750,10,50000,cubic,3401187328,3400896608,8.54760329155266e-05,60.000089,453490971.05505955,0,0.8108537047182217,3.5982244178178893,,0.6318389992499263
61,1000,5,10000,cubic,4507435008,4507363760,1.5806772559902875e-05,60.000086,600990472.980322,0,1.1186646072765671,3.3181529878997487,,0.6279719396719854
69,1000,5,50000,cubic,4501536768,4501536208,1.2440196067726533e-07,60.000089,600204012.097382,0,1.3154797152170885,3.321186123817606,,0.6272074530433924
517,50,200,20000,cubic,224002048,223668728,0.0014880221095121416,60.000081,29866899.413019124,0,0.39355162990894366,1.9816804050187216,,0.6241821419031679
519,50,200,50000,cubic,220463104,220462824,1.2700537864149822e-06,60.000345,29394911.512592133,0,0.42552308974783926,1.9505170702360168,,0.617246816538859
183,10,150,1000,cubic,48103424,45604760,0.051943578901992506,60.00099,6413684.040879992,362,0.27745103903470325,0.6415936245044984,,0.6168043394553321
511,50,200,10000,cubic,219152384,219151824,2.555299603767943e-06,60.000232,29220204.881874457,0,0.3975016213765068,1.845111512827829,,0.6120090304548008
87,100,100,20000,cubic,432930816,432930256,1.293509215107478e-06,60.000205,57723911.57663544,0,0.297376449118948,2.093334963729721,,0.6043910488053834
81,100,100,10000,cubic,431489024,431488464,1.297831390492102e-06,60.000125,57531750.00885415,0,0.289355819283312,1.9688494798865634,,0.602488939201825
