,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu,bbr_ratio,cubic_ratio
464,500,5,100,bbr,2869559296,2866666416,0.0010081269287700407,60.000096,382607293.961663,240365,0.6253115569986032,2.02042009752758,0.8090241134120597,
42,1000,25,1000,bbr,5674500096,5674499536,9.868710732681958e-08,60.00009,756598877.901683,2576,1.157660274099329,4.096431753066276,0.8058859298806954,
494,50,10,100,bbr,282743720,281809760,0.0033032033390520575,60.000114,37699091.0383937,2022,0.15596786307538912,2.3191764213248636,0.7890611126332238,
502,50,150,1000,bbr,274202624,272469384,0.006321019014026649,60.000161,36560251.76332444,1904,0.39158906986791814,2.4072869916318225,0.7820582621079566,
452,500,50,1000,bbr,2645295104,2645294544,2.1169660774452483e-07,60.000085,352705514.2005215,4168,1.67065645914995,3.0939514507664354,0.7703053936429577,
354,250,200,100,bbr,711589888,711456112,0.00018799592610287347,60.000056,94878563.1800077,562,0.4694630981265209,1.6319789156724072,0.749551428565735,
112,100,200,1000,bbr,498335744,497393984,0.0018898102561152026,60.000104,66444650.6959388,3180,0.5012490849969065,2.336282355971175,0.7490160658967131,
584,750,150,100,bbr,1153302528,1152505288,0.000691267018535487,60.000088,153773444.8656142,95,0.4950952425151862,1.278511275932232,0.7488513553424007,
234,10,75,100,bbr,54828520,53492016,0.024376072890532154,60.000192,7310445.939906326,289,0.14958891406249222,0.8151910632580703,0.7485140386158825,
54,1000,50,100,bbr,3458859008,3458134448,0.00020947948393506763,60.000073,461180639.9635547,783,0.7414959340901806,2.514887962885713,0.7363002296863511,
424,500,150,100,bbr,1107427328,1107427048,2.528382611847556e-07,60.000107,147656713.74552715,152,0.4626572182918532,1.7996124038095949,0.7321490435253196,
634,750,75,100,bbr,2304507904,2304273048,0.00010191156194012341,60.000094,307267239.147992,462,1.8701599602043453,2.686508869134517,0.7264689001162886,
564,750,100,100,bbr,1703804928,1702987416,0.0004798154921171821,60.000078,227173695.0741964,372,1.42108874405466,1.9456449298543403,0.7241380109392309,
404,500,100,100,bbr,1629618176,1629618176,0.0,60.000099,217282064.9512595,905,1.4324154827233737,2.002912601360268,0.7211297944715712,
322,250,100,1000,bbr,1225392128,1224231720,0.0009469687077996309,60.000076,163385410.11181387,3077,0.46789451277109556,2.4353436916396807,0.7119793266727875,
512,50,200,1000,bbr,248119296,246977952,0.004599980809231379,60.000308,33082402.976998053,1237,0.4976663604181202,2.468148072049292,0.7095219230220312,
4,1000,100,100,bbr,1760690176,1760459104,0.00013123944413943273,60.000084,234758361.47162727,45,1.1533032400452,1.6688012128011271,0.6995626611640984,
74,1000,75,100,bbr,2325479424,2325478864,2.4081055898433096e-07,60.000078,310063520.11742383,107,0.7355212256928143,2.7277197276606517,0.6992472943989386,
434,500,200,100,bbr,744882176,744453008,0.0005761555502705437,60.000071,99317505.9409513,267,0.877894896949938,1.6457926399280054,0.687765181740987,
24,1000,150,100,bbr,1139277824,1138888032,0.00034213954821962723,60.000087,151903489.60660672,90,0.45705945518697755,1.519392033046317,0.6850568939637739,
284,20,25,100,bbr,98323544,97541624,0.007952520507194086,60.000154,13109772.218251307,111,0.10825018664671553,1.4026816137044347,0.6812171109897777,
594,750,200,100,bbr,806486016,803864016,0.0032511413068320332,60.000117,107531259.11404473,336,0.487556693738439,1.2212045937169034,0.6795893713972861,
214,10,50,100,bbr,48699136,47923008,0.015937202664129402,60.000285,6493187.290693703,114,0.10800504217322736,0.7556345574660065,0.6692010704404731,
622,750,5,1000,bbr,3494772736,3491615976,0.0009032804815837959,60.000079,465969084.607372,3200,0.6542867903783495,3.564285307119351,0.6492563214227088,
462,500,5,1000,bbr,2266628096,2263791616,0.0012514095298675764,60.000077,302216691.6219124,11652,0.5318736227473444,3.097732451647822,0.6332810604930964,
362,250,25,1000,bbr,1118306304,1115815768,0.0022270606819363866,60.000077,149107315.84561133,961,0.27978643620381743,2.6007148215446345,0.624871898845284,
34,1000,200,100,bbr,754057216,753800360,0.0003406319766589171,60.000115,100540769.43019192,52,0.4777281675674837,1.6292120973221629,0.615557394630314,
412,500,10,1000,bbr,2185363456,2182195368,0.0014496847155112307,60.000085,291381381.343043,1402,0.549430288666045,3.04366929524966,0.6096160837849715,
612,750,50,1000,bbr,3195404288,3195265888,4.3312203253825013e-05,60.000082,426053322.7937922,710,0.6149680429005566,2.296359063293427,0.6062919870641519,
352,250,200,1000,bbr,765722624,764494440,0.0016039541754482626,60.000074,102096223.94799046,1545,0.5064533556763686,1.6154767093995905,0.6036372427112143,
